aggressor,role,violence type,location,general location,severity,emotion,care,response,month,day,day_of_week,is_weekend,Moon Phase,Full Moon,Precipitation,Temperature,topic,topic_label,desc_topic,desc_topic_label
0.0,0.0,0.0,5.0,0.0,1.0,0.0,,Chemical Restraint/Medication Administered,6,24,0,0,0.5937359096717927,0,0.4,73.3,2,"inpatient, bed, unavailable",0,"patient, staff, security"
0.0,0.0,0.0,5.0,0.0,0.0,0.0,,"Emergency Call/Code, Chemical Restraint/Medication Administered",6,24,0,0,0.5937359096717927,0,0.4,73.3,2,"inpatient, bed, unavailable",0,"patient, staff, security"
0.0,0.0,0.0,5.0,0.0,0.0,0.0,,"Emergency Call/Code, Chemical Restraint/Medication Administered",6,25,1,0,0.6277144804681734,0,15.3,75.45,2,"inpatient, bed, unavailable",0,"patient, staff, security"
0.0,0.0,0.0,5.0,0.0,0.0,0.0,,De-escalation Techniques,6,25,1,0,0.6277144804681734,0,15.3,75.45,2,"inpatient, bed, unavailable",0,"patient, staff, security"
0.0,0.0,0.0,5.0,0.0,0.0,0.0,,"Emergency Call/Code, Chemical Restraint/Medication Administered",6,25,1,0,0.6277144804681734,0,15.3,75.45,2,"inpatient, bed, unavailable",0,"patient, staff, security"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,,"Emergency Call/Code, Chemical Restraint/Medication Administered, De-escalation Techniques",7,13,5,1,0.2386754681253204,0,12.9,76.85,1,"alter, mental, status",9,Other (<2.5%)
0.0,0.0,0.0,5.0,0.0,0.0,0.0,,"Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",8,12,0,0,0.2543708711915535,0,1.7,69.2,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,1.0,0.0,5.0,0.0,0.0,0.0,,"Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",8,12,0,0,0.2543708711915535,0,1.7,69.2,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Law Enforcement Called, De-escalation Techniques",9,12,3,0,0.3002892216786891,0,0.0,66.9,-1,Outliers,4,"bite, skin, restraint"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Security Called,9,12,3,0,0.3002892216786891,0,0.0,66.9,6,"housing, homelessness, lack",4,"bite, skin, restraint"
0.0,2.0,0.0,0.0,0.0,0.0,0.0,,Security Called,9,12,3,0,0.3002892216786891,0,0.0,66.9,6,"housing, homelessness, lack",4,"bite, skin, restraint"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called",9,16,0,0,0.4349513782806379,0,0.0,66.5,-1,Outliers,0,"patient, staff, security"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",9,22,6,1,0.6369446131512678,0,6.1,60.0,2,"inpatient, bed, unavailable",5,"verbal, pinching, hair"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,"Security Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",9,22,6,1,0.6369446131512678,0,6.1,60.0,2,"inpatient, bed, unavailable",5,"verbal, pinching, hair"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",9,22,6,1,0.6369446131512678,0,6.1,60.0,2,"inpatient, bed, unavailable",5,"verbal, pinching, hair"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,"Security Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",9,22,6,1,0.6369446131512678,0,6.1,60.0,2,"inpatient, bed, unavailable",5,"verbal, pinching, hair"
0.0,2.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",9,22,6,1,0.6369446131512678,0,6.1,60.0,2,"inpatient, bed, unavailable",5,"verbal, pinching, hair"
0.0,2.0,1.0,0.0,0.0,0.0,0.0,,"Security Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",9,22,6,1,0.6369446131512678,0,6.1,60.0,2,"inpatient, bed, unavailable",5,"verbal, pinching, hair"
0.0,0.0,0.0,0.0,0.0,1.0,1.0,,"Security Called, Seclusion of Patient, De-escalation Techniques",9,26,3,0,0.7716067697518146,0,5.0,64.1,2,"inpatient, bed, unavailable",6,"verbal, assault, harassment"
0.0,0.0,1.0,0.0,0.0,1.0,1.0,,"Security Called, Seclusion of Patient, De-escalation Techniques",9,26,3,0,0.7716067697518146,0,5.0,64.1,2,"inpatient, bed, unavailable",6,"verbal, assault, harassment"
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Security Called,9,26,3,0,0.7716067697518146,0,5.0,64.1,2,"inpatient, bed, unavailable",10,Other (<2.5%)
0.0,0.0,0.0,5.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",10,2,2,0,0.9736000046223482,1,0.0,58.45,2,"inpatient, bed, unavailable",2,"grab, hair, scratch"
0.0,1.0,0.0,5.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",10,2,2,0,0.9736000046223482,1,0.0,58.45,2,"inpatient, bed, unavailable",2,"grab, hair, scratch"
3.0,0.0,1.0,0.0,0.0,0.0,0.0,,Law Enforcement Called,10,13,6,1,0.3434057736191605,0,9.0,45.85,0,"action, resident, patient",6,"verbal, assault, harassment"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, Physical Restraints Used, Emergency Call/Code, De-escalation Techniques",10,27,6,1,0.8140173317608375,0,0.0,45.65,6,"housing, homelessness, lack",3,"object, break, posturing"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, Physical Restraints Used, Emergency Call/Code, De-escalation Techniques",10,27,6,1,0.8140173317608375,0,0.0,45.65,6,"housing, homelessness, lack",3,"object, break, posturing"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, Physical Restraints Used, Emergency Call/Code, De-escalation Techniques",10,27,6,1,0.8140173317608375,0,0.0,45.65,6,"housing, homelessness, lack",3,"object, break, posturing"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, Physical Restraints Used, Emergency Call/Code, De-escalation Techniques",10,27,6,1,0.8140173317608375,0,0.0,45.65,6,"housing, homelessness, lack",3,"object, break, posturing"
0.0,1.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, Physical Restraints Used, Emergency Call/Code, De-escalation Techniques",10,27,6,1,0.8140173317608375,0,0.0,45.65,6,"housing, homelessness, lack",3,"object, break, posturing"
0.0,1.0,1.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, Physical Restraints Used, Emergency Call/Code, De-escalation Techniques",10,27,6,1,0.8140173317608375,0,0.0,45.65,6,"housing, homelessness, lack",3,"object, break, posturing"
0.0,2.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, Physical Restraints Used, Emergency Call/Code, De-escalation Techniques",10,27,6,1,0.8140173317608375,0,0.0,45.65,6,"housing, homelessness, lack",3,"object, break, posturing"
0.0,2.0,1.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, Physical Restraints Used, Emergency Call/Code, De-escalation Techniques",10,27,6,1,0.8140173317608375,0,0.0,45.65,6,"housing, homelessness, lack",3,"object, break, posturing"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Seclusion of Patient, De-escalation Techniques, Emergency Call/Code",10,26,5,1,0.7804022204644658,0,0.0,53.55,6,"housing, homelessness, lack",1,"elderly, confuse, pinching"
0.0,1.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Seclusion of Patient, De-escalation Techniques, Emergency Call/Code",10,26,5,1,0.7804022204644658,0,0.0,53.55,6,"housing, homelessness, lack",1,"elderly, confuse, pinching"
0.0,2.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Seclusion of Patient, De-escalation Techniques, Emergency Call/Code",10,26,5,1,0.7804022204644658,0,0.0,53.55,6,"housing, homelessness, lack",1,"elderly, confuse, pinching"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",10,28,0,0,0.847632443056394,0,0.0,42.9,6,"housing, homelessness, lack",3,"object, break, posturing"
0.0,1.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",10,28,0,0,0.847632443056394,0,0.0,42.9,6,"housing, homelessness, lack",3,"object, break, posturing"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",10,28,0,0,0.847632443056394,0,0.0,42.9,6,"housing, homelessness, lack",3,"object, break, posturing"
0.0,4.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",10,28,0,0,0.847632443056394,0,0.0,42.9,6,"housing, homelessness, lack",3,"object, break, posturing"
0.0,2.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",10,28,0,0,0.847632443056394,0,0.0,42.9,6,"housing, homelessness, lack",3,"object, break, posturing"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Police Report Completed, De-escalation Techniques",11,7,3,0,0.183884854475567,0,0.0,58.75,2,"inpatient, bed, unavailable",8,"object, throw, break"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Police Report Completed, De-escalation Techniques",11,7,3,0,0.183884854475567,0,0.0,58.75,2,"inpatient, bed, unavailable",8,"object, throw, break"
0.0,1.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Police Report Completed, De-escalation Techniques",11,7,3,0,0.183884854475567,0,0.0,58.75,2,"inpatient, bed, unavailable",8,"object, throw, break"
0.0,2.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Police Report Completed, De-escalation Techniques",11,7,3,0,0.183884854475567,0,0.0,58.75,2,"inpatient, bed, unavailable",8,"object, throw, break"
0.0,0.0,0.0,1.0,0.0,1.0,0.0,,"Chemical Restraint/Medication Administered, De-escalation Techniques",11,21,3,0,0.6547558059559399,0,13.2,46.65,1,"alter, mental, status",2,"grab, hair, scratch"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,,"Chemical Restraint/Medication Administered, De-escalation Techniques",11,23,5,1,0.722023084742085,0,17.8,44.1,1,"alter, mental, status",2,"grab, hair, scratch"
0.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Chemical Restraint/Medication Administered, De-escalation Techniques",11,23,5,1,0.722023084742085,0,17.8,44.1,1,"alter, mental, status",2,"grab, hair, scratch"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,,"Chemical Restraint/Medication Administered, De-escalation Techniques",11,23,5,1,0.722023084742085,0,17.8,44.1,1,"alter, mental, status",2,"grab, hair, scratch"
0.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Chemical Restraint/Medication Administered, De-escalation Techniques",11,23,5,1,0.722023084742085,0,17.8,44.1,1,"alter, mental, status",2,"grab, hair, scratch"
0.0,1.0,0.0,1.0,0.0,0.0,0.0,,"Chemical Restraint/Medication Administered, De-escalation Techniques",11,23,5,1,0.722023084742085,0,17.8,44.1,1,"alter, mental, status",2,"grab, hair, scratch"
0.0,1.0,1.0,1.0,0.0,0.0,0.0,,"Chemical Restraint/Medication Administered, De-escalation Techniques",11,23,5,1,0.722023084742085,0,17.8,44.1,1,"alter, mental, status",2,"grab, hair, scratch"
0.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Chemical Restraint/Medication Administered, De-escalation Techniques",11,30,5,1,0.957458560481683,1,0.0,34.0,1,"alter, mental, status",2,"grab, hair, scratch"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,,"Chemical Restraint/Medication Administered, De-escalation Techniques",11,30,5,1,0.957458560481683,1,0.0,34.0,1,"alter, mental, status",2,"grab, hair, scratch"
0.0,0.0,0.0,5.0,0.0,0.0,0.0,,"Security Called, De-escalation Techniques, Emergency Call/Code",12,9,0,0,0.2607027329161681,0,6.9,38.4,1,"alter, mental, status",2,"grab, hair, scratch"
0.0,1.0,0.0,5.0,0.0,0.0,0.0,,"Security Called, De-escalation Techniques, Emergency Call/Code",12,9,0,0,0.2607027329161681,0,6.9,38.4,1,"alter, mental, status",2,"grab, hair, scratch"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Chemical Restraint/Medication Administered, De-escalation Techniques",12,15,6,1,0.4629245361159742,0,0.0,26.1,2,"inpatient, bed, unavailable",2,"grab, hair, scratch"
0.0,2.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Chemical Restraint/Medication Administered, De-escalation Techniques",12,15,6,1,0.4629245361159742,0,0.0,26.1,2,"inpatient, bed, unavailable",2,"grab, hair, scratch"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Physical Restraints Used, Chemical Restraint/Medication Administered, Seclusion of Patient, De-escalation Techniques, Emergency Call/Code",12,16,0,0,0.4966281699879413,0,0.2,35.900000000000006,2,"inpatient, bed, unavailable",8,"object, throw, break"
0.0,2.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Physical Restraints Used, Chemical Restraint/Medication Administered, Seclusion of Patient, De-escalation Techniques, Emergency Call/Code",12,16,0,0,0.4966281699879413,0,0.2,35.900000000000006,2,"inpatient, bed, unavailable",8,"object, throw, break"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",12,19,3,0,0.5977390715888089,0,5.1,37.8,1,"alter, mental, status",9,Other (<2.5%)
0.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",12,19,3,0,0.5977390715888089,0,5.1,37.8,1,"alter, mental, status",9,Other (<2.5%)
0.0,0.0,0.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",12,19,3,0,0.5977390715888089,0,5.1,37.8,1,"alter, mental, status",9,Other (<2.5%)
0.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",12,19,3,0,0.5977390715888089,0,5.1,37.8,1,"alter, mental, status",9,Other (<2.5%)
0.0,1.0,0.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",12,19,3,0,0.5977390715888089,0,5.1,37.8,1,"alter, mental, status",9,Other (<2.5%)
0.0,1.0,1.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",12,19,3,0,0.5977390715888089,0,5.1,37.8,1,"alter, mental, status",9,Other (<2.5%)
0.0,2.0,0.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",12,19,3,0,0.5977390715888089,0,5.1,37.8,1,"alter, mental, status",9,Other (<2.5%)
0.0,2.0,1.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",12,19,3,0,0.5977390715888089,0,5.1,37.8,1,"alter, mental, status",9,Other (<2.5%)
,0.0,0.0,4.0,0.0,3.0,,3.0,Treatment Provided,8,1,3,0,0.8825060628480358,0,0.0,81.15,0,"action, resident, patient",0,"patient, staff, security"
,0.0,0.0,0.0,0.0,,,,No Action,8,2,4,0,0.9163918836199764,1,1.4,79.95,7,"agitated, misconduct, willful",0,"patient, staff, security"
,0.0,0.0,4.0,0.0,,,,Unknown,8,6,1,0,0.0517562737585833,0,5.6,70.80000000000001,12,"understand, factor, trauma",0,"patient, staff, security"
,0.0,0.0,4.0,0.0,3.0,,3.0,Home Rest; No Action,8,6,1,0,0.0517562737585833,0,5.6,70.80000000000001,0,"action, resident, patient",0,"patient, staff, security"
,0.0,0.0,0.0,0.0,3.0,,3.0,No Action,8,7,2,0,0.0855253733290466,0,18.4,65.65,0,"action, resident, patient",0,"patient, staff, security"
,0.0,0.0,4.0,0.0,,,,Other; EAP Offered,8,7,2,0,0.0855253733290466,0,18.4,65.65,0,"action, resident, patient",8,"object, throw, break"
,0.0,0.0,1.0,0.0,,,,EAP Offered,8,7,2,0,0.0855253733290466,0,18.4,65.65,0,"action, resident, patient",0,"patient, staff, security"
,0.0,0.0,4.0,0.0,,,,Unknown,8,8,3,0,0.1192944729061988,0,3.1,64.19999999999999,7,"agitated, misconduct, willful",3,"object, break, posturing"
,0.0,0.0,4.0,0.0,,,,No Action,8,8,3,0,0.1192944729061988,0,3.1,64.19999999999999,7,"agitated, misconduct, willful",0,"patient, staff, security"
,0.0,0.0,0.0,0.0,,,,No Action,8,10,5,1,0.18683267204922,0,4.0,77.9,7,"agitated, misconduct, willful",0,"patient, staff, security"
,0.0,0.0,0.0,0.0,,,,Treatment Provided,8,11,6,1,0.2206017716143076,0,0.0,72.9,0,"action, resident, patient",4,"bite, skin, restraint"
,0.0,0.0,0.0,0.0,1.0,,2.0,De-escalation techniques; Treatment Provided; EAP - Offered/Employee Assistance Program Information Provided; Safety Alert Button Activated,8,11,6,1,0.2206017716143076,0,0.0,72.9,1,"alter, mental, status",2,"grab, hair, scratch"
,0.0,0.0,1.0,0.0,,,,Formal complaint filed with law enforcement; Physical Restraints utilized; EAP - Offered/Employee Assistance Program Information Provided,8,13,1,0,0.2881399707640007,0,0.0,70.65,3,"adherence, compliance, lack",7,"scratch, pull, grab"
,0.0,0.0,1.0,0.0,,,,De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided,8,13,1,0,0.2881399707640007,0,0.0,70.65,3,"adherence, compliance, lack",7,"scratch, pull, grab"
,0.0,0.0,0.0,0.0,,,,De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided; Reported to department leader; Safety Alert Button Activated,8,13,1,0,0.2881399707640007,0,0.0,70.65,1,"alter, mental, status",0,"patient, staff, security"
,0.0,0.0,0.0,0.0,3.0,,3.0,No Action,8,15,3,0,0.3556781699097091,0,1.7,71.8,3,"adherence, compliance, lack",4,"bite, skin, restraint"
,0.0,0.0,1.0,0.0,1.0,,2.0,De-escalation techniques,8,16,4,0,0.389447269489185,0,0.0,69.75,15,"altered, adherence, compliance",0,"patient, staff, security"
,0.0,0.0,1.0,0.0,1.0,,2.0,De-escalation techniques,8,16,4,0,0.389447269489185,0,0.0,69.75,1,"alter, mental, status",0,"patient, staff, security"
,0.0,0.0,4.0,0.0,3.0,,3.0,Physical Restraints utilized,8,16,4,0,0.389447269489185,0,0.0,69.75,0,"action, resident, patient",4,"bite, skin, restraint"
,0.0,0.0,1.0,0.0,1.0,,2.0,De-escalation techniques; Treatment Provided; EAP - Offered/Employee Assistance Program Information Provided,8,17,5,1,0.4232163690591453,0,0.0,68.1,10,"altered, confused, disorient",2,"grab, hair, scratch"
,0.0,0.0,1.0,0.0,1.0,,2.0,EAP Offered; No Action,8,17,5,1,0.4232163690591453,0,0.0,68.1,10,"altered, confused, disorient",0,"patient, staff, security"
,0.0,0.0,1.0,0.0,3.0,,3.0,Reported to department leader; EAP - Offered/Employee Assistance Program Information Provided,8,18,6,1,0.4569854686343534,0,2.4,68.7,1,"alter, mental, status",0,"patient, staff, security"
,0.0,0.0,1.0,0.0,,,,EAP - Offered/Employee Assistance Program Information Provided; Safety Alert Button Activated,8,19,0,0,0.4907545682037049,0,12.4,71.69999999999999,8,"staff, insufficient, task",0,"patient, staff, security"
,0.0,0.0,1.0,0.0,,,,Formal complaint filed with law enforcement,8,21,2,0,0.5582927673531284,0,2.1,63.2,10,"altered, confused, disorient",0,"patient, staff, security"
,0.0,0.0,0.0,0.0,1.0,,2.0,Reported to department leader,8,21,2,0,0.5582927673531284,0,2.1,63.2,11,"psychiatric, guardian, abandon",0,"patient, staff, security"
,0.0,1.0,1.0,0.0,1.0,,2.0,De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided; Handcuffs/Shackles Used; Psychological evaluation/intervention requested; Reported to department leader; Treatment Provided,8,21,2,0,0.5582927673531284,0,2.1,63.2,-1,Outliers,0,"patient, staff, security"
,0.0,0.0,0.0,0.0,,,,Other,8,22,3,0,0.5920618669299719,0,0.0,63.45,0,"action, resident, patient",0,"patient, staff, security"
,0.0,0.0,0.0,0.0,,,,De-escalation techniques; Safety Alert Button Activated,8,23,4,0,0.6258309664972656,0,0.0,68.4,15,"altered, adherence, compliance",0,"patient, staff, security"
,0.0,0.0,4.0,0.0,3.0,,3.0,Apology Made; Treatment Provided,8,24,5,1,0.6596000660766737,0,0.0,70.75,0,"action, resident, patient",4,"bite, skin, restraint"
,0.0,0.0,0.0,0.0,,,,De-escalation techniques; Psychological evaluation/intervention requested; Reported to department leader,8,25,6,1,0.693369165645988,0,0.0,70.85,13,"communication, cooperation, family",0,"patient, staff, security"
,0.0,0.0,0.0,0.0,1.0,,2.0,EAP Offered; Formal complaint filed with law enforcement; Law Enforcement involved/notified,8,25,6,1,0.693369165645988,0,0.0,70.85,0,"action, resident, patient",0,"patient, staff, security"
,0.0,0.0,4.0,0.0,,,,Chemical Restraint/Medication administered; De-escalation techniques; Physical Restraints utilized,8,26,0,0,0.7271382652204758,0,3.4,68.3,1,"alter, mental, status",0,"patient, staff, security"
,0.0,0.0,4.0,0.0,3.0,,3.0,Physical Restraints utilized; Seclusion of Patient,8,28,2,0,0.7946764643712257,0,0.3,78.85,3,"adherence, compliance, lack",4,"bite, skin, restraint"
,0.0,0.0,4.0,0.0,3.0,,3.0,No Action,8,29,3,0,0.8284455639384349,0,0.0,65.2,8,"staff, insufficient, task",0,"patient, staff, security"
,0.0,0.0,1.0,0.0,,,,Chemical Restraint/Medication administered; De-escalation techniques,8,29,3,0,0.8284455639384349,0,0.0,65.2,1,"alter, mental, status",8,"object, throw, break"
,0.0,0.0,1.0,0.0,,,,Chemical Restraint/Medication administered; De-escalation techniques,8,29,3,0,0.8284455639384349,0,0.0,65.2,1,"alter, mental, status",0,"patient, staff, security"
,0.0,0.0,1.0,0.0,3.0,,3.0,Chemical Restraint/Medication administered; Physical Restraints utilized; Seclusion of Patient; EAP - Offered/Employee Assistance Program Information Provided,8,29,3,0,0.8284455639384349,0,0.0,65.2,12,"understand, factor, trauma",7,"scratch, pull, grab"
,0.0,0.0,4.0,0.0,3.0,,3.0,Referred to Employee Health; Treatment Provided,8,30,4,0,0.8622146635068679,0,0.0,62.85,0,"action, resident, patient",4,"bite, skin, restraint"
,0.0,0.0,4.0,0.0,,,,De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided,8,30,4,0,0.8622146635068679,0,0.0,62.85,0,"action, resident, patient",0,"patient, staff, security"
,0.0,0.0,4.0,0.0,,,,EAP - Offered/Employee Assistance Program Information Provided,8,30,4,0,0.8622146635068679,0,0.0,62.85,0,"action, resident, patient",0,"patient, staff, security"
,0.0,0.0,1.0,0.0,,,,De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided,8,30,4,0,0.8622146635068679,0,0.0,62.85,0,"action, resident, patient",10,Other (<2.5%)
,0.0,0.0,4.0,0.0,,,,De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided,8,30,4,0,0.8622146635068679,0,0.0,62.85,0,"action, resident, patient",0,"patient, staff, security"
,0.0,1.0,1.0,0.0,,,,De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided,8,30,4,0,0.8622146635068679,0,0.0,62.85,0,"action, resident, patient",0,"patient, staff, security"
,0.0,0.0,14.0,0.0,,,,Other,8,31,5,1,0.8959837630876655,0,0.0,70.1,0,"action, resident, patient",4,"bite, skin, restraint"
,0.0,0.0,4.0,0.0,,,,De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided,8,31,5,1,0.8959837630876655,0,0.0,70.1,0,"action, resident, patient",0,"patient, staff, security"
,0.0,0.0,1.0,0.0,,,,De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided,8,31,5,1,0.8959837630876655,0,0.0,70.1,0,"action, resident, patient",0,"patient, staff, security"
,0.0,0.0,1.0,0.0,,,,Items properly disposed of; EAP - Offered/Employee Assistance Program Information Provided,8,31,5,1,0.8959837630876655,0,0.0,70.1,11,"psychiatric, guardian, abandon",8,"object, throw, break"
,0.0,0.0,4.0,0.0,3.0,,3.0,De-escalation techniques; Seclusion of Patient; EAP - Offered/Employee Assistance Program Information Provided,9,1,6,1,0.929752862657189,1,1.7,75.15,0,"action, resident, patient",0,"patient, staff, security"
,0.0,0.0,1.0,0.0,1.0,,2.0,Seclusion of Patient,9,2,0,0,0.9635219622308268,1,0.3,70.15,3,"adherence, compliance, lack",0,"patient, staff, security"
,0.0,0.0,0.0,0.0,,,,No Action; EAP - Offered/Employee Assistance Program Information Provided,9,2,0,0,0.9635219622308268,1,0.3,70.15,1,"alter, mental, status",6,"verbal, assault, harassment"
,0.0,0.0,1.0,0.0,,,,De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided,9,2,0,0,0.9635219622308268,1,0.3,70.15,0,"action, resident, patient",7,"scratch, pull, grab"
,0.0,0.0,1.0,0.0,,,,De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided,9,2,0,0,0.9635219622308268,1,0.3,70.15,0,"action, resident, patient",0,"patient, staff, security"
,0.0,0.0,1.0,0.0,,,,De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided,9,2,0,0,0.9635219622308268,1,0.3,70.15,0,"action, resident, patient",0,"patient, staff, security"
,0.0,0.0,1.0,0.0,,,,Emergency Call/Code; EAP - Offered/Employee Assistance Program Information Provided,9,2,0,0,0.9635219622308268,1,0.3,70.15,1,"alter, mental, status",2,"grab, hair, scratch"
,0.0,0.0,0.0,0.0,3.0,,3.0,Chemical Restraint/Medication administered; Physical Restraints utilized; Seclusion of Patient; EAP - Offered/Employee Assistance Program Information Provided,9,3,1,0,0.9972910618062534,1,0.0,62.85,18,"placement, pnmi, residential",7,"scratch, pull, grab"
,0.0,0.0,4.0,0.0,1.0,,2.0,Physical Restraints utilized,9,4,2,0,0.0309649085178826,0,0.0,65.65,0,"action, resident, patient",4,"bite, skin, restraint"
,0.0,0.0,4.0,0.0,,,,Physical Restraints utilized,9,4,2,0,0.0309649085178826,0,0.0,65.65,8,"staff, insufficient, task",0,"patient, staff, security"
,0.0,0.0,1.0,0.0,,,,Other,9,4,2,0,0.0309649085178826,0,0.0,65.65,7,"agitated, misconduct, willful",10,Other (<2.5%)
